2000-03-13 12:00:00 -1.728           32            5     0.187409
2000-03-14 12:00:00 -1.728           32            5     0.186405
2000-03-15 12:00:00 -1.728           32            5      0.18539
2000-03-16 12:00:00 -1.728           32            5     0.184364
2000-03-17 12:00:00 -1.728           32            5     0.183328
2000-03-18 12:00:00 -1.728           32            5     0.182283
2000-03-19 12:00:00 -1.728           32            5     0.181227
2000-03-20 12:00:00 -1.728           32            5     0.180163
2000-03-21 12:00:00 -1.728           32            5      0.17909
2000-03-22 12:00:00 -1.728           32            5     0.178009
2000-03-23 12:00:00 -1.728           32            5     0.176921
2000-03-24 12:00:00 -1.728           32            5     0.175825
2000-03-25 12:00:00 -1.728           32            5     0.174723
2000-03-26 12:00:00 -1.728           32            5     0.173614
2000-03-27 12:00:00 -1.728           32            5       0.1725
2000-03-28 12:00:00 -1.728           32            5      0.17138
2000-03-29 12:00:00 -1.728           32            5     0.170256
2000-03-30 12:00:00 -1.728           32            5      1.45821
2000-03-31 12:00:00 -1.728           32            5      1.53695
2000-04-01 12:00:00 -1.728           32            5      1.62076
2000-04-02 12:00:00 -1.728           32            5      1.70998
2000-04-03 12:00:00 -1.728           32            5      1.80503
2000-04-04 12:00:00 -1.728           32            5      1.90631
2000-04-05 12:00:00 -1.728           32            5       2.0143
2000-04-06 12:00:00 -1.728           32            5      2.12948
2000-04-07 12:00:00 -1.728           32            5      2.25239
2000-04-08 12:00:00 -1.728           32            5      2.38361
2000-04-09 12:00:00 -1.728           32            5      2.52377
2000-04-10 12:00:00 -1.728           32            5      2.67353
2000-04-11 12:00:00 -1.728           32            5      2.83363
2000-04-12 12:00:00 -1.728           32            5      3.00486
2000-04-13 12:00:00 -1.728           32            5      3.18809
2000-04-14 12:00:00 -1.728           32            5      3.38424
2000-04-15 12:00:00 -1.728           32            5      3.59431
2000-04-16 12:00:00 -1.728           32            5      3.81941
2000-04-17 12:00:00 -1.728           32            5      4.06073
2000-04-18 12:00:00 -1.728           32            5      4.31954
2000-04-19 12:00:00 -1.728           32            5      4.59725
2000-04-20 12:00:00 -1.728           32            5      4.89538
2000-04-21 12:00:00 -1.728           32            5      5.21559
2000-04-22 12:00:00 -1.728           32            5      5.55966
2000-04-23 12:00:00 -1.728           32            5      5.92956
2000-04-24 12:00:00 -1.728           32            5      6.32742
2000-04-25 12:00:00 -1.728           32            5      6.75555
2000-04-26 12:00:00 -1.728           32            5      7.21648
2000-04-27 12:00:00 -1.728           32            5      7.71297
2000-04-28 12:00:00 -1.728           32            5        8.248
2000-04-29 12:00:00 -1.728           32            5      8.82486
2000-04-30 12:00:00 -1.728           32            5      9.44711
2000-05-01 12:00:00 -1.728           32            5      10.1187
2000-05-02 12:00:00 -1.728           32            5      10.8438
2000-05-03 12:00:00 -1.728           32            5      11.6271
2000-05-04 12:00:00 -1.728           32            5      12.4737
2000-05-05 12:00:00 -1.728           32            5      13.3892
2000-05-06 12:00:00 -1.728           32            5      14.3797
2000-05-07 12:00:00 -1.728           32            5      15.4518
2000-05-08 12:00:00 -1.728           32            5      16.6128
2000-05-09 12:00:00 -1.728           32            5      7.09473
2000-05-10 12:00:00 -1.728           32            5      8.13345
2000-05-11 12:00:00 -1.728           32            5      9.35196
2000-05-12 12:00:00 -1.728           32            5       10.785
2000-05-13 12:00:00 -1.728           32            5      12.4746
2000-05-14 12:00:00 -1.728           32            5      27.7215
2000-05-15 12:00:00 -1.728           32            5      32.2556
2000-05-16 12:00:00 -1.728           32            5       37.643
2000-05-17 12:00:00 -1.728           32            5       44.061
2000-05-18 12:00:00 -1.728           32            5      51.7268
