1999-12-01 12:00:00-1.728           32            5      5.03303
1999-12-02 12:00:00-1.728           32            5      4.15198
1999-12-03 12:00:00-1.728           32            5      3.42986
1999-12-04 12:00:00-1.728           32            5      2.83732
1999-12-05 12:00:00-1.728           32            5      2.35054
1999-12-06 12:00:00-1.728           32            5      1.95017
1999-12-07 12:00:00-1.728           32            5      1.62046
1999-12-08 12:00:00-1.728           32            5      1.34862
1999-12-09 12:00:00-1.728           32            5       1.1242
1999-12-10 12:00:00-1.728           32            5     0.938686
1999-12-11 12:00:00-1.728           32            5     0.785131
1999-12-12 12:00:00-1.728           32            5     0.699052
1999-12-13 12:00:00-1.728           32            5     0.655525
1999-12-14 12:00:00-1.728           32            5     0.615229
1999-12-15 12:00:00-1.728           32            5     0.577931
1999-12-16 12:00:00-1.728           32            5     0.543411
1999-12-17 12:00:00-1.728           32            5     0.511466
1999-12-18 12:00:00-1.728           32            5     0.481908
1999-12-19 12:00:00-1.728           32            5      0.45456
1999-12-20 12:00:00-1.728           32            5      0.42926
1999-12-21 12:00:00-1.728           32            5     0.405856
1999-12-22 12:00:00-1.728           32            5     0.384205
1999-12-23 12:00:00-1.728           32            5     0.364178
1999-12-24 12:00:00-1.728           32            5     0.345652
1999-12-25 12:00:00-1.728           32            5     0.328514
1999-12-26 12:00:00-1.728           32            5     0.312659
1999-12-27 12:00:00-1.728           32            5     0.297988
1999-12-28 12:00:00-1.728           32            5     0.284413
1999-12-29 12:00:00-1.728           32            5     0.271848
1999-12-30 12:00:00-1.728           32            5     0.260216
1999-12-31 12:00:00-1.728           32            5     0.249444
2000-01-01 12:00:00-1.728           32            5     0.239466
2000-01-02 12:00:00-1.728           32            5     0.230219
2000-01-03 12:00:00-1.728           32            5     0.221645
2000-01-04 12:00:00-1.728           32            5     0.213692
2000-01-05 12:00:00-1.728           32            5     0.206311
2000-01-06 12:00:00-1.728           32            5     0.199454
2000-01-07 12:00:00-1.728           32            5     0.193081
