2000-04-07 12:00:00-1.728           32            5      5.11255
2000-04-08 12:00:00-1.728           32            5      5.53013
2000-04-09 12:00:00-1.728           32            5      5.98612
2000-04-10 12:00:00-1.728           32            5      6.48436
2000-04-11 12:00:00-1.728           32            5      7.02912
2000-04-12 12:00:00-1.728           32            5      7.62515
2000-04-13 12:00:00-1.728           32            5      8.27769
2000-04-14 12:00:00-1.728           32            5      8.99257
2000-04-15 12:00:00-1.728           32            5      9.77628
2000-04-16 12:00:00-1.728           32            5       10.636
2000-04-17 12:00:00-1.728           32            5      11.5798
2000-04-18 12:00:00-1.728           32            5      12.6164
2000-04-19 12:00:00-1.728           32            5      13.7559
2000-04-20 12:00:00-1.728           32            5      7.09128
2000-04-21 12:00:00-1.728           32            5      8.10757
2000-04-22 12:00:00-1.728           32            5      9.30556
2000-04-23 12:00:00-1.728           32            5      10.7221
2000-04-24 12:00:00-1.728           32            5      23.7572
2000-04-25 12:00:00-1.728           32            5      27.5871
2000-04-26 12:00:00-1.728           32            5      32.1591
2000-04-27 12:00:00-1.728           32            5      37.6348
2000-04-28 12:00:00-1.728           32            5      44.2143
