1999-12-01 12:00:00       -1.728           32            5      5.03303
1999-12-02 12:00:00       -1.728           32            5      4.23939
1999-12-03 12:00:00       -1.728           32            5      3.57579
1999-12-04 12:00:00       -1.728           32            5      3.02031
1999-12-05 12:00:00       -1.728           32            5      2.55481
1999-12-06 12:00:00       -1.728           32            5      2.16427
1999-12-07 12:00:00       -1.728           32            5      1.83623
1999-12-08 12:00:00       -1.728           32            5      1.56036
1999-12-09 12:00:00       -1.728           32            5      1.32809
1999-12-10 12:00:00       -1.728           32            5      1.13227
1999-12-11 12:00:00       -1.728           32            5     0.966986
1999-12-12 12:00:00       -1.728           32            5     0.879094
1999-12-13 12:00:00       -1.728           32            5     0.841711
1999-12-14 12:00:00       -1.728           32            5       0.8066
1999-12-15 12:00:00       -1.728           32            5     0.773651
1999-12-16 12:00:00       -1.728           32            5     0.742754
1999-12-17 12:00:00       -1.728           32            5     0.713808
1999-12-18 12:00:00       -1.728           32            5     0.686715
1999-12-19 12:00:00       -1.728           32            5     0.661382
1999-12-20 12:00:00       -1.728           32            5     0.637719
1999-12-21 12:00:00       -1.728           32            5     0.615641
1999-12-22 12:00:00       -1.728           32            5     0.595069
1999-12-23 12:00:00       -1.728           32            5     0.575925
1999-12-24 12:00:00       -1.728           32            5     0.558134
1999-12-25 12:00:00       -1.728           32            5     0.541628
1999-12-26 12:00:00       -1.728           32            5     0.526339
1999-12-27 12:00:00       -1.728           32            5     0.512203
1999-12-28 12:00:00       -1.728           32            5      0.49916
1999-12-29 12:00:00       -1.728           32            5     0.487152
1999-12-30 12:00:00       -1.728           32            5     0.476124
1999-12-31 12:00:00       -1.728           32            5     0.466023
2000-01-01 12:00:00       -1.728           32            5     0.456799
2000-01-02 12:00:00       -1.728           32            5     0.448405
2000-01-03 12:00:00       -1.728           32            5     0.440794
2000-01-04 12:00:00       -1.728           32            5     0.433925
2000-01-05 12:00:00       -1.728           32            5     0.427754
2000-01-06 12:00:00       -1.728           32            5     0.422245
2000-01-07 12:00:00       -1.728           32            5     0.417358
2000-01-08 12:00:00       -1.728           32            5     0.413059
2000-01-09 12:00:00       -1.728           32            5     0.409313
2000-01-10 12:00:00       -1.728           32            5     0.406089
2000-01-11 12:00:00       -1.728           32            5     0.403356
2000-01-12 12:00:00       -1.728           32            5     0.401085
2000-01-13 12:00:00       -1.728           32            5     0.399248
2000-01-14 12:00:00       -1.728           32            5     0.397818
2000-01-15 12:00:00       -1.728           32            5     0.396772
2000-01-16 12:00:00       -1.728           32            5     0.396085
2000-01-17 12:00:00       -1.728           32            5     0.395734
2000-01-18 12:00:00       -1.728           32            5     0.395698
2000-01-19 12:00:00       -1.728           32            5     0.395957
2000-01-20 12:00:00       -1.728           32            5      0.39649
2000-01-21 12:00:00       -1.728           32            5     0.397281
2000-01-22 12:00:00       -1.728           32            5     0.398312
2000-01-23 12:00:00       -1.728           32            5     0.399565
2000-01-24 12:00:00       -1.728           32            5     0.401026
2000-01-25 12:00:00       -1.728           32            5     0.402678
2000-01-26 12:00:00       -1.728           32            5      0.40451
2000-01-27 12:00:00       -1.728           32            5     0.406506
2000-01-28 12:00:00       -1.728           32            5     0.408654
2000-01-29 12:00:00       -1.728           32            5     0.410942
2000-01-30 12:00:00       -1.728           32            5      0.41336
2000-01-31 12:00:00       -1.728           32            5     0.415895
2000-02-01 12:00:00       -1.728           32            5     0.418539
2000-02-02 12:00:00       -1.728           32            5     0.421281
2000-02-03 12:00:00       -1.728           32            5     0.424112
2000-02-04 12:00:00       -1.728           32            5     0.427024
2000-02-05 12:00:00       -1.728           32            5     0.430009
2000-02-06 12:00:00       -1.728           32            5     0.433058
2000-02-07 12:00:00       -1.728           32            5     0.436166
2000-02-08 12:00:00       -1.728           32            5     0.439324
2000-02-09 12:00:00       -1.728           32            5     0.442527
2000-02-10 12:00:00       -1.728           32            5     0.445769
2000-02-11 12:00:00       -1.728           32            5     0.449043
2000-02-12 12:00:00       -1.728           32            5     0.452346
2000-02-13 12:00:00       -1.728           32            5      0.45567
2000-02-14 12:00:00       -1.728           32            5     0.459013
2000-02-15 12:00:00       -1.728           32            5     0.462369
2000-02-16 12:00:00       -1.728           32            5     0.465735
2000-02-17 12:00:00       -1.728           32            5     0.469106
2000-02-18 12:00:00       -1.728           32            5     0.472479
2000-02-19 12:00:00       -1.728           32            5      0.47585
2000-02-20 12:00:00       -1.728           32            5     0.479217
2000-02-21 12:00:00       -1.728           32            5     0.482576
2000-02-22 12:00:00       -1.728           32            5     0.485925
2000-02-23 12:00:00       -1.728           32            5     0.489261
2000-02-24 12:00:00       -1.728           32            5     0.492582
2000-02-25 12:00:00       -1.728           32            5     0.495885
2000-02-26 12:00:00       -1.728           32            5     0.499169
2000-02-27 12:00:00       -1.728           32            5     0.502432
2000-02-28 12:00:00       -1.728           32            5     0.505672
2000-02-29 12:00:00       -1.728           32            5     0.508888
2000-03-01 12:00:00       -1.728           32            5     0.512077
2000-03-02 12:00:00       -1.728           32            5      0.51524
2000-03-03 12:00:00       -1.728           32            5     0.518374
2000-03-04 12:00:00       -1.728           32            5     0.521478
2000-03-05 12:00:00       -1.728           32            5     0.524552
2000-03-06 12:00:00       -1.728           32            5     0.527595
2000-03-07 12:00:00       -1.728           32            5     0.530606
2000-03-08 12:00:00       -1.728           32            5     0.533584
2000-03-09 12:00:00       -1.728           32            5     0.536528
2000-03-10 12:00:00       -1.728           32            5     0.539439
2000-03-11 12:00:00       -1.728           32            5     0.542316
2000-03-12 12:00:00       -1.728           32            5     0.545158
2000-03-13 12:00:00       -1.728           32            5     0.547965
2000-03-14 12:00:00       -1.728           32            5     0.550737
2000-03-15 12:00:00       -1.728           32            5     0.553473
2000-03-16 12:00:00       -1.728           32            5     0.556174
2000-03-17 12:00:00       -1.728           32            5      0.55884
2000-03-18 12:00:00       -1.728           32            5      0.56147
2000-03-19 12:00:00       -1.728           32            5     0.564064
2000-03-20 12:00:00       -1.728           32            5     0.566623
2000-03-21 12:00:00       -1.728           32            5     0.569147
2000-03-22 12:00:00       -1.728           32            5     0.571636
2000-03-23 12:00:00       -1.728           32            5      0.57409
2000-03-24 12:00:00       -1.728           32            5     0.576509
2000-03-25 12:00:00       -1.728           32            5     0.578893
2000-03-26 12:00:00       -1.728           32            5     0.581244
2000-03-27 12:00:00       -1.728           32            5      0.58356
2000-03-28 12:00:00       -1.728           32            5     0.585843
2000-03-29 12:00:00       -1.728           32            5     0.588093
2000-03-30 12:00:00       -1.728           32            5       3.0297
2000-03-31 12:00:00       -1.728           32            5      3.13398
2000-04-01 12:00:00       -1.728           32            5      3.24347
2000-04-02 12:00:00       -1.728           32            5      3.35846
2000-04-03 12:00:00       -1.728           32            5      3.47928
2000-04-04 12:00:00       -1.728           32            5      3.60626
2000-04-05 12:00:00       -1.728           32            5      3.73976
2000-04-06 12:00:00       -1.728           32            5      3.88017
2000-04-07 12:00:00       -1.728           32            5       4.0279
2000-04-08 12:00:00       -1.728           32            5      4.18337
2000-04-09 12:00:00       -1.728           32            5      4.34707
2000-04-10 12:00:00       -1.728           32            5      4.51949
2000-04-11 12:00:00       -1.728           32            5      4.70116
2000-04-12 12:00:00       -1.728           32            5      4.89264
2000-04-13 12:00:00       -1.728           32            5      5.09455
2000-04-14 12:00:00       -1.728           32            5      5.30754
2000-04-15 12:00:00       -1.728           32            5       5.5323
2000-04-16 12:00:00       -1.728           32            5      5.76957
2000-04-17 12:00:00       -1.728           32            5      6.02015
2000-04-18 12:00:00       -1.728           32            5      6.28489
2000-04-19 12:00:00       -1.728           32            5      6.56471
2000-04-20 12:00:00       -1.728           32            5      6.86058
2000-04-21 12:00:00       -1.728           32            5      7.17355
2000-04-22 12:00:00       -1.728           32            5      7.50476
2000-04-23 12:00:00       -1.728           32            5       7.8554
2000-04-24 12:00:00       -1.728           32            5      8.22677
2000-04-25 12:00:00       -1.728           32            5      8.62026
2000-04-26 12:00:00       -1.728           32            5      9.03737
2000-04-27 12:00:00       -1.728           32            5       9.4797
2000-04-28 12:00:00       -1.728           32            5      9.94899
2000-04-29 12:00:00       -1.728           32            5      10.4471
2000-04-30 12:00:00       -1.728           32            5       10.976
2000-05-01 12:00:00       -1.728           32            5      11.5378
2000-05-02 12:00:00       -1.728           32            5       12.135
2000-05-03 12:00:00       -1.728           32            5      12.7699
2000-05-04 12:00:00       -1.728           32            5      13.4452
2000-05-05 12:00:00       -1.728           32            5       14.164
2000-05-06 12:00:00       -1.728           32            5      14.9292
2000-05-07 12:00:00       -1.728           32            5      15.7442
2000-05-08 12:00:00       -1.728           32            5      8.67265
2000-05-09 12:00:00       -1.728           32            5      11.5534
2000-05-10 12:00:00       -1.728           32            5      11.9773
2000-05-11 12:00:00       -1.728           32            5      12.4236
2000-05-12 12:00:00       -1.728           32            5      12.8935
2000-05-13 12:00:00       -1.728           32            5      13.3885
2000-05-14 12:00:00       -1.728           32            5      15.2285
2000-05-15 12:00:00       -1.728           32            5      20.4858
2000-05-16 12:00:00       -1.728           32            5      27.7264
2000-05-17 12:00:00       -1.728           32            5      37.7556
2000-05-18 12:00:00       -1.728           32            5      51.7268
