Serial_date,CO2 [ppmv]
1996-02-15-18:00,364.7156198
1996-02-23-09:00,364.896871
1996-03-02-00:00,365.0941686
1996-03-09-15:00,365.3199526
1996-03-17-06:00,365.5781204
1996-03-24-21:00,365.8420342
1996-04-01-12:00,366.1159764
1996-04-09-03:00,366.3499717
1996-04-16-18:00,366.5123815
1996-04-24-09:00,366.585599
1996-05-02-00:00,366.5662936
1996-05-09-15:00,366.4549627
1996-05-17-06:00,366.2817109
1996-05-24-21:00,366.0620824
1996-06-01-12:00,365.7989165
1996-06-09-03:00,365.5048128
1996-06-16-18:00,365.1744105
1996-06-24-09:00,364.7923831
1996-07-02-00:00,364.3439092
1996-07-09-15:00,363.8119073
1996-07-17-06:00,363.1696357
1996-07-24-21:00,362.4232322
1996-08-01-12:00,361.584605
1996-08-09-03:00,360.6864972
1996-08-16-18:00,359.7983288
1996-08-24-09:00,358.9947685
1996-09-01-00:00,358.3621046
1996-09-08-15:00,357.9736137
1996-09-16-06:00,357.8793968
1996-09-23-21:00,358.088578
1996-10-01-12:00,358.5606266
1996-10-09-03:00,359.2182083
1996-10-16-18:00,359.977879
1996-10-24-09:00,360.7169018
1996-11-01-00:00,361.387162
1996-11-08-15:00,361.928234
1996-11-16-06:00,362.3605592
1996-11-23-21:00,362.7308217
1996-12-01-12:00,363.095182
1996-12-09-03:00,363.4903285
1996-12-16-18:00,363.9289423
1996-12-24-09:00,364.3908153
1997-01-01-00:00,364.8071969
1997-01-08-14:30,365.1836433
1997-01-16-05:00,365.4379352
1997-01-23-19:30,365.5889972
1997-01-31-10:00,365.6961274
1997-02-08-00:30,365.761187
1997-02-15-15:00,365.8216637
1997-02-23-05:30,365.9136632
1997-03-02-20:00,366.063647
1997-03-10-10:30,366.2792025
1997-03-18-01:00,366.4806499
1997-03-25-15:30,366.8036162
1997-04-02-06:00,367.1374332
1997-04-09-20:30,367.4462138
1997-04-17-11:00,367.6922616
1997-04-25-01:30,367.8318222
1997-05-02-16:00,367.8406066
1997-05-10-06:30,367.7015312
1997-05-17-21:00,367.4171084
1997-05-25-11:30,367.0016672
1997-06-02-02:00,366.4801998
1997-06-09-16:30,365.8866462
1997-06-17-07:00,365.2707442
1997-06-24-21:30,364.559063
1997-07-02-12:00,363.8065752
1997-07-10-02:30,363.0031717
1997-07-17-17:00,362.1326075
1997-07-25-07:30,361.2209812
1997-08-01-22:00,360.2820919
1997-08-09-12:30,359.3616515
1997-08-17-03:00,358.5402064
1997-08-24-17:30,357.8957846
1997-09-01-08:00,357.5044719
1997-09-08-22:30,357.4263427
1997-09-16-13:00,357.6798946
1997-09-24-03:30,358.2503286
1997-10-01-18:00,359.0765597
1997-10-09-08:30,360.0781595
1997-10-16-23:00,361.1721385
1997-10-24-13:30,362.2603937
1997-11-01-04:00,363.2683067
1997-11-08-18:30,364.1831229
1997-11-16-09:00,364.9823249
1997-11-23-23:30,365.64496
1997-12-01-14:00,366.1925775
1997-12-09-04:30,366.6296888
1997-12-16-19:00,366.9641125
1997-12-24-09:30,367.1969593
1998-01-01-00:00,367.3994274
1998-01-08-14:30,367.5149174
1998-01-16-05:00,367.5384827
1998-01-23-19:30,367.5032267
1998-01-31-10:00,367.4473985
1998-02-08-00:30,367.4156481
1998-02-15-15:00,367.4517783
1998-02-23-05:30,367.5797393
1998-03-02-20:00,367.8095521
1998-03-10-10:30,368.126037
1998-03-18-01:00,368.4985972
1998-03-25-15:30,368.8856775
1998-04-02-06:00,369.2368089
1998-04-09-20:30,369.6215242
1998-04-17-11:00,369.8184773
1998-04-25-01:30,369.9006346
1998-05-02-16:00,369.8519748
1998-05-10-06:30,369.6708804
1998-05-17-21:00,369.3760424
1998-05-25-11:30,368.9744308
1998-06-02-02:00,368.4761563
1998-06-09-16:30,367.8956059
1998-06-17-07:00,367.2406717
1998-06-24-21:30,366.5205834
1998-07-02-12:00,365.7598765
1998-07-10-02:30,364.9785691
1998-07-17-17:00,364.1415712
1998-07-25-07:30,363.5005429
1998-08-01-22:00,362.9374043
1998-08-09-12:30,362.4401378
1998-08-17-03:00,362.0542185
1998-08-24-17:30,361.7967751
1998-09-01-08:00,361.6921518
1998-09-08-22:30,361.7701152
1998-09-16-13:00,362.0593432
1998-09-24-03:30,362.5766749
1998-10-01-18:00,363.3052795
1998-10-09-08:30,364.2072636
1998-10-16-23:00,365.1911572
1998-10-24-13:30,366.1544047
1998-11-01-04:00,367.0175436
1998-11-08-18:30,367.7236038
1998-11-16-09:00,368.2388186
1998-11-23-23:30,368.5767598
1998-12-01-14:00,368.8368888
1998-12-09-04:30,369.0360897
1998-12-16-19:00,369.2332717
1998-12-24-09:30,369.4679495
1999-01-01-00:00,369.5321769
1999-01-08-14:30,369.8324356
1999-01-16-05:00,370.12512
1999-01-23-19:30,370.3748247
1999-01-31-10:00,370.5642953
1999-02-08-00:30,370.6955062
1999-02-15-15:00,370.7877408
1999-02-23-05:30,370.8729152
1999-03-02-20:00,370.9821019
1999-03-10-10:30,371.1338536
1999-03-18-01:00,371.3316137
1999-03-25-15:30,371.5633952
1999-04-02-06:00,371.8026363
1999-04-09-20:30,372.0227211
1999-04-17-11:00,372.1997898
1999-04-25-01:30,372.3143153
1999-05-02-16:00,372.3554542
1999-05-10-06:30,372.2925788
1999-05-17-21:00,372.1618271
1999-05-25-11:30,371.9313077
1999-06-02-02:00,371.5847963
1999-06-09-16:30,371.1162725
1999-06-17-07:00,370.5215216
1999-06-24-21:30,369.8054802
1999-07-02-12:00,368.9972397
1999-07-10-02:30,368.1271718
1999-07-17-17:00,367.2330408
1999-07-25-07:30,366.3658202
1999-08-01-22:00,365.5668291
1999-08-09-12:30,364.8742371
1999-08-17-03:00,364.3294846
1999-08-24-17:30,363.958106
1999-09-01-08:00,363.7817413
1999-09-08-22:30,363.8142534
1999-09-16-13:00,364.053167
1999-09-24-03:30,364.48329
1999-10-01-18:00,365.0650121
1999-10-09-08:30,365.7495739
1999-10-16-23:00,366.4814784
1999-10-24-13:30,367.1951268
1999-11-01-04:00,367.846805
1999-11-08-18:30,368.4105646
1999-11-16-09:00,368.8749887
1999-11-23-23:30,369.1117815
1999-12-01-14:00,369.4230758
1999-12-09-04:30,369.7226061
1999-12-16-19:00,370.039936
1999-12-24-09:30,370.4260777
2000-01-01-00:00,370.7038574
2000-01-08-15:00,371.0106594
2000-01-16-06:00,371.2483916
2000-01-23-21:00,371.4005172
2000-01-31-12:00,371.4725414
2000-02-08-03:00,371.4885916
2000-02-15-18:00,371.4886829
2000-02-23-09:00,371.5293212
2000-03-02-00:00,371.8204614
2000-03-09-15:00,371.9437055
2000-03-17-06:00,372.1598658
2000-03-24-21:00,372.4581796
2000-04-01-12:00,372.7996679
2000-04-09-03:00,373.1328097
2000-04-16-18:00,373.4009206
2000-04-24-09:00,373.5498766
2000-05-02-00:00,373.5445916
2000-05-09-15:00,373.3674621
2000-05-17-06:00,373.0504904
2000-05-24-21:00,372.5605854
2000-06-01-12:00,371.9475576
2000-06-09-03:00,371.2828824
2000-06-16-18:00,370.6009632
2000-06-24-09:00,369.9384502
2000-07-02-00:00,369.3290989
2000-07-09-15:00,368.7780657
2000-07-17-06:00,368.2911023
2000-07-24-21:00,367.846373
2000-08-01-12:00,367.3869499
2000-08-09-03:00,366.9134623
2000-08-16-18:00,366.4367642
2000-08-24-09:00,365.9855396
2000-09-01-00:00,365.6094965
2000-09-08-15:00,365.3731832
2000-09-16-06:00,365.3311298
2000-09-23-21:00,365.5163692
2000-10-01-12:00,365.9297504
2000-10-09-03:00,366.5415563
2000-10-16-18:00,367.2995878
2000-10-24-09:00,368.1254804
2000-11-01-00:00,368.9526336
2000-11-08-15:00,369.7246693
2000-11-16-06:00,370.393913
2000-11-23-21:00,370.9463704
2000-12-01-12:00,371.3861216
2000-12-09-03:00,371.7259174
2000-12-16-18:00,371.9935392
2000-12-24-09:00,372.2167685
2001-01-01-00:00,372.4787936
2001-01-08-14:30,372.6611982
2001-01-16-05:00,372.8417929
2001-01-23-19:30,373.0194894
2001-01-31-10:00,373.1918433
2001-02-08-00:30,373.3577646
2001-02-15-15:00,373.5194428
2001-02-23-05:30,373.6889741
2001-03-02-20:00,373.8878349
2001-03-10-10:30,374.132146
2001-03-18-01:00,374.4324281
2001-03-25-15:30,374.7829022
2001-04-02-06:00,375.1493217
2001-04-09-20:30,375.4812368
2001-04-17-11:00,375.7140254
2001-04-25-01:30,375.7815855
2001-05-02-16:00,375.6390791
2001-05-10-06:30,375.2698106
2001-05-17-21:00,374.7001705
2001-05-25-11:30,373.9867465
2001-06-02-02:00,373.2046548
2001-06-09-16:30,372.4429546
2001-06-17-07:00,371.762701
2001-06-24-21:30,371.1942573
2001-07-02-12:00,370.7376284
2001-07-10-02:30,370.3512422
2001-07-17-17:00,369.9744465
2001-07-25-07:30,369.5518659
2001-08-01-22:00,369.0430056
2001-08-09-12:30,368.4416008
2001-08-17-03:00,367.7922581
2001-08-24-17:30,367.1677007
2001-09-01-08:00,366.6623482
2001-09-08-22:30,366.3752374
2001-09-16-13:00,366.2652546
2001-09-24-03:30,366.6692702
2001-10-01-18:00,367.3359293
2001-10-09-08:30,368.184414
2001-10-16-23:00,369.1104939
2001-10-24-13:30,369.9973519
2001-11-01-04:00,370.7691847
2001-11-08-18:30,371.3960478
2001-11-16-09:00,371.8865151
2001-11-23-23:30,372.2932497
2001-12-01-14:00,372.6772905
2001-12-09-04:30,373.0790393
2001-12-16-19:00,373.5124503
2001-12-24-09:30,373.9448413
2002-01-01-00:00,373.9577651
2002-01-08-14:30,374.3369116
2002-01-16-05:00,374.6340391
2002-01-23-19:30,374.8342225
2002-01-31-10:00,374.9580168
2002-02-08-00:30,375.0414623
2002-02-15-15:00,375.1221481
2002-02-23-05:30,375.2280102
2002-03-02-20:00,375.3706263
2002-03-10-10:30,375.7121031
2002-03-18-01:00,375.9478841
2002-03-25-15:30,376.1714058
2002-04-02-06:00,376.3819924
2002-04-09-20:30,376.57717
2002-04-17-11:00,376.7365078
2002-04-25-01:30,376.6222784
2002-05-02-16:00,376.7221423
2002-05-10-06:30,376.7410973
2002-05-17-21:00,376.6359716
2002-05-25-11:30,376.3776426
2002-06-02-02:00,375.9490553
2002-06-09-16:30,375.3646442
2002-06-17-07:00,374.6571227
2002-06-24-21:30,373.8724243
2002-07-02-12:00,373.0709706
2002-07-10-02:30,372.2281609
2002-07-17-17:00,371.3614133
2002-07-25-07:30,370.5492719
2002-08-01-22:00,369.78509
2002-08-09-12:30,369.1041896
2002-08-17-03:00,368.6182243
2002-08-24-17:30,368.3467032
2002-09-01-08:00,368.2872808
2002-09-08-22:30,368.4511901
2002-09-16-13:00,369.0855498
2002-09-24-03:30,369.4056229
2002-10-01-18:00,369.8803433
2002-10-09-08:30,370.4886973
2002-10-16-23:00,371.2061499
2002-10-24-13:30,371.9649916
2002-11-01-04:00,372.7238798
2002-11-08-18:30,373.4421362
2002-11-16-09:00,374.0813732
2002-11-23-23:30,374.6299885
2002-12-01-14:00,375.0910449
2002-12-09-04:30,375.4742658
2002-12-16-19:00,375.8027146
2002-12-24-09:30,376.0997406
2003-01-01-00:00,376.2907084
2003-01-08-14:30,376.6046752
2003-01-16-05:00,376.9214244
2003-01-23-19:30,377.2285675
2003-01-31-10:00,377.5153519
2003-02-08-00:30,377.7721392
2003-02-15-15:00,377.9923634
2003-02-23-05:30,378.1818459
2003-03-02-20:00,378.3548991
2003-03-10-10:30,378.5286152
2003-03-18-01:00,378.7227489
2003-03-25-15:30,378.9496347
2003-04-02-06:00,379.2052854
2003-04-09-20:30,379.4720683
2003-04-17-11:00,379.7167469
2003-04-25-01:30,379.8933502
2003-05-02-16:00,379.9587487
2003-05-10-06:30,379.8772803
2003-05-17-21:00,379.6324323
2003-05-25-11:30,379.2271937
2003-06-02-02:00,378.680203
2003-06-09-16:30,378.0292933
2003-06-17-07:00,377.3072324
2003-06-24-21:30,376.5391226
2003-07-02-12:00,375.7509921
2003-07-10-02:30,374.9494758
2003-07-17-17:00,374.1599846
2003-07-25-07:30,373.3174892
2003-08-01-22:00,372.4953853
2003-08-09-12:30,371.7400005
2003-08-17-03:00,371.1253039
2003-08-24-17:30,370.7185065
2003-09-01-08:00,370.5786043
2003-09-08-22:30,370.7379733
2003-09-16-13:00,371.1882091
2003-09-24-03:30,371.842916
2003-10-01-18:00,372.6213959
2003-10-09-08:30,373.4931951
2003-10-16-23:00,374.3814934
2003-10-24-13:30,375.207614
2003-11-01-04:00,375.928442
2003-11-08-18:30,376.5264449
2003-11-16-09:00,377.0019611
2003-11-23-23:30,377.3841782
2003-12-01-14:00,377.7104621
2003-12-09-04:30,378.0133659
2003-12-16-19:00,378.3223062
2003-12-24-09:30,378.6536066
2004-01-01-00:00,379.2203404
2004-01-08-15:00,379.5234276
2004-01-16-06:00,379.8181456
2004-01-23-21:00,380.0918911
2004-01-31-12:00,380.3381186
2004-02-08-03:00,380.5573627
2004-02-15-18:00,380.752567
2004-02-23-09:00,380.9332713
2004-03-02-00:00,381.1095243
2004-03-09-15:00,381.2863187
2004-03-17-06:00,381.4660267
2004-03-24-21:00,381.6438138
2004-04-01-12:00,381.8048057
2004-04-09-03:00,382.206986
2004-04-16-18:00,382.2561404
2004-04-24-09:00,382.2567176
2004-05-02-00:00,382.1803555
2004-05-09-15:00,381.9975952
2004-05-17-06:00,381.6900999
2004-05-24-21:00,381.2477178
2004-06-01-12:00,380.674676
2004-06-09-03:00,379.9921398
2004-06-16-18:00,379.0610664
2004-06-24-09:00,378.3626819
2004-07-02-00:00,377.6116638
2004-07-09-15:00,376.796957
2004-07-17-06:00,375.9134359
2004-07-24-21:00,374.9844338
2004-08-01-12:00,374.0421843
2004-08-09-03:00,373.1399869
2004-08-16-18:00,372.3589034
2004-08-24-09:00,371.7691294
2004-09-01-00:00,371.4330039
2004-09-08-15:00,371.3927429
2004-09-16-06:00,371.652111
2004-09-23-21:00,372.1858701
2004-10-01-12:00,372.931642
2004-10-09-03:00,373.8139016
2004-10-16-18:00,374.7549042
2004-10-24-09:00,375.6694058
2004-11-01-00:00,376.5011429
2004-11-08-15:00,377.2220927
2004-11-16-06:00,377.8113103
2004-11-23-21:00,378.2812069
2004-12-01-12:00,378.6562103
2004-12-09-03:00,379.4710036
2004-12-16-18:00,379.7291665
2004-12-24-09:00,379.9810053
2005-01-01-00:00,380.3021506
2005-01-08-14:30,380.5079449
2005-01-16-05:00,380.7281305
2005-01-23-19:30,380.9683807
2005-01-31-10:00,381.2382447
2005-02-08-00:30,381.0790897
2005-02-15-15:00,381.4730306
2005-02-23-05:30,381.8991762
2005-03-02-20:00,382.3390895
2005-03-10-10:30,382.76691
2005-03-18-01:00,383.1664153
2005-03-25-15:30,383.5278997
2005-04-02-06:00,383.8433633
2005-04-09-20:30,384.1114989
2005-04-17-11:00,384.3304979
2005-04-25-01:30,384.4815842
2005-05-02-16:00,384.540416
2005-05-10-06:30,384.418026
2005-05-17-21:00,384.0888392
2005-05-25-11:30,383.6162106
2005-06-02-02:00,382.9872215
2005-06-09-16:30,382.2130071
2005-06-17-07:00,381.3127941
2005-06-24-21:30,380.3189422
2005-07-02-12:00,379.2874301
2005-07-10-02:30,378.2611041
2005-07-17-17:00,377.2773659
2005-07-25-07:30,376.8308359
2005-08-01-22:00,376.1113804
2005-08-09-12:30,375.3301239
2005-08-17-03:00,374.792194
2005-08-24-17:30,374.4061434
2005-09-01-08:00,374.2049535
2005-09-08-22:30,374.222422
2005-09-16-13:00,374.4782137
2005-09-24-03:30,374.9771519
2005-10-01-18:00,375.6910868
2005-10-09-08:30,376.5745306
2005-10-16-23:00,377.5657067
2005-10-24-13:30,378.5793781
2005-11-01-04:00,379.5479223
2005-11-08-18:30,380.4183519
2005-11-16-09:00,380.8731384
2005-11-23-23:30,381.4052687
2005-12-01-14:00,381.8441692
2005-12-09-04:30,382.2213568
2005-12-16-19:00,382.5723449
2005-12-24-09:30,382.9203501
2006-01-01-00:00,383.3371809
2006-01-08-14:30,383.6828387
2006-01-16-05:00,384.0222317
2006-01-23-19:30,384.3192312
2006-01-31-10:00,384.5642279
2006-02-08-00:30,384.8754172
2006-02-15-15:00,385.0908949
2006-02-23-05:30,385.3096068
2006-03-02-20:00,385.468529
2006-03-10-10:30,385.6314697
2006-03-18-01:00,385.8150018
2006-03-25-15:30,386.0234695
2006-04-02-06:00,386.2398295
2006-04-09-20:30,386.4411953
2006-04-17-11:00,386.5948525
2006-04-25-01:30,386.6654941
2006-05-02-16:00,386.6282509
2006-05-10-06:30,386.468039
2006-05-17-21:00,386.1853162
2006-05-25-11:30,385.4022603
2006-06-02-02:00,384.9911157
2006-06-09-16:30,384.507202
2006-06-17-07:00,383.9476853
2006-06-24-21:30,383.2758762
2006-07-02-12:00,382.4805704
2006-07-10-02:30,381.5569332
2006-07-17-17:00,380.5220453
2006-07-25-07:30,379.4351389
2006-08-01-22:00,378.3638757
2006-08-09-12:30,377.3895954
2006-08-17-03:00,376.6067741
2006-08-24-17:30,376.080423
2006-09-01-08:00,375.8543563
2006-09-08-22:30,375.9427784
2006-09-16-13:00,376.3216726
2006-09-24-03:30,376.9523018
2006-10-01-18:00,377.7584495
2006-10-09-08:30,378.666553
2006-10-16-23:00,379.6058522
2006-10-24-13:30,380.501631
2006-11-01-04:00,381.3106827
2006-11-08-18:30,382.0097155
2006-11-16-09:00,382.5905771
2006-11-23-23:30,383.0765355
2006-12-01-14:00,383.5038635
2006-12-09-04:30,383.9081958
2006-12-16-19:00,384.3248632
2006-12-24-09:30,384.7739709
2007-01-01-00:00,385.0743937
2007-01-08-14:30,385.5559241
2007-01-16-05:00,386.0176113
2007-01-23-19:30,386.4163895
2007-01-31-10:00,386.7260222
2007-02-08-00:30,386.937815
2007-02-15-15:00,387.0633177
2007-02-23-05:30,387.1452683
2007-03-02-20:00,387.2049934
2007-03-10-10:30,387.2868468
2007-03-18-01:00,387.4118999
2007-03-25-15:30,387.578434
2007-04-02-06:00,387.7590449
2007-04-09-20:30,387.9118899
2007-04-17-11:00,387.9896302
2007-04-25-01:30,387.951858
2007-05-02-16:00,387.7774973
2007-05-10-06:30,387.4647028
2007-05-17-21:00,387.0463179
2007-05-25-11:30,386.5192954
2007-06-02-02:00,385.922073
2007-06-09-16:30,385.2744321
2007-06-17-07:00,384.5734139
2007-06-24-21:30,383.8042597
2007-07-02-12:00,382.9628002
2007-07-10-02:30,382.046234
2007-07-17-17:00,381.0728313
2007-07-25-07:30,380.1006775
2007-08-01-22:00,379.1950579
2007-08-09-12:30,378.4308503
2007-08-17-03:00,377.8866845
2007-08-24-17:30,377.607424
2007-09-01-08:00,377.6110026
2007-09-08-22:30,377.8826129
2007-09-16-13:00,378.3789697
2007-09-24-03:30,379.0461351
2007-10-01-18:00,379.8153202
2007-10-09-08:30,380.6325665
2007-10-16-23:00,381.4557047
2007-10-24-13:30,382.2427039
2007-11-01-04:00,382.9751646
2007-11-08-18:30,383.6436311
2007-11-16-09:00,384.2375889
2007-11-23-23:30,384.7596766
2007-12-01-14:00,385.2273524
2007-12-09-04:30,385.6491614
2007-12-16-19:00,386.0385699
2007-12-24-09:30,386.405512
2008-01-01-00:00,386.5288054
2008-01-08-15:00,386.794239
2008-01-16-06:00,387.0697133
2008-01-23-21:00,387.3481596
2008-01-31-12:00,387.6221168
2008-02-08-03:00,387.9802281
2008-02-15-18:00,388.1632964
2008-02-23-09:00,388.4181267
2008-03-02-00:00,388.6672893
2008-03-09-15:00,388.9156964
2008-03-17-06:00,389.1696529
2008-03-24-21:00,389.4267434
2008-04-01-12:00,389.6769747
2008-04-09-03:00,389.8892065
2008-04-16-18:00,390.0599315
2008-04-24-09:00,390.1621703
2008-05-02-00:00,390.1484332
2008-05-09-15:00,390.0535075
2008-05-17-06:00,389.8346008
2008-05-24-21:00,389.4446396
2008-06-01-12:00,388.8471963
2008-06-09-03:00,388.1933563
2008-06-16-18:00,387.461175
2008-06-24-09:00,386.6909857
2008-07-02-00:00,385.9156239
2008-07-09-15:00,385.2041943
2008-07-17-06:00,384.5209358
2008-07-24-21:00,383.8904912
2008-08-01-12:00,383.0603442
2008-08-09-03:00,382.423986
2008-08-16-18:00,381.7998614
2008-08-24-09:00,381.23438
2008-09-01-00:00,380.7838597
2008-09-08-15:00,380.5211243
2008-09-16-06:00,380.5036231
2008-09-23-21:00,380.7451262
2008-10-01-12:00,381.2852928
2008-10-09-03:00,382.0948931
2008-10-16-18:00,383.0005981
2008-10-24-09:00,383.9432505
2008-11-01-00:00,384.8332056
2008-11-08-15:00,385.6038393
2008-11-16-06:00,386.2150554
2008-11-23-21:00,386.6785075
2008-12-01-12:00,387.0368586
2008-12-09-03:00,387.3444647
2008-12-16-18:00,387.6667774
2008-12-24-09:00,388.0485561
2009-01-01-00:00,388.5048045
2009-01-08-14:30,388.9828719
2009-01-16-05:00,389.4635629
2009-01-23-19:30,389.8873512
2009-01-31-10:00,390.2045957
2009-02-08-00:30,390.3842147
2009-02-15-15:00,390.433407
2009-02-23-05:30,390.3720377
2009-03-02-20:00,390.216612
2009-03-10-10:30,390.1614308
2009-03-18-01:00,390.2148787
2009-03-25-15:30,390.4087645
2009-04-02-06:00,390.7272057
2009-04-09-20:30,391.1147233
2009-04-17-11:00,391.4889598
2009-04-25-01:30,391.756509
2009-05-02-16:00,391.8466891
2009-05-10-06:30,391.7402335
2009-05-17-21:00,391.397704
2009-05-25-11:30,390.9048366
2009-06-02-02:00,390.2230611
2009-06-09-16:30,389.4530733
2009-06-17-07:00,388.6315456
2009-06-24-21:30,387.6735605
2009-07-02-12:00,386.6474256
2009-07-10-02:30,385.6386238
2009-07-17-17:00,384.6489378
2009-07-25-07:30,383.6947157
2009-08-01-22:00,382.7873952
2009-08-09-12:30,381.9540791
2009-08-17-03:00,381.2510753
2009-08-24-17:30,380.7340334
2009-09-01-08:00,380.4652091
2009-09-08-22:30,380.4988911
2009-09-16-13:00,380.843218
2009-09-24-03:30,381.5057673
2009-10-01-18:00,382.4230184
2009-10-09-08:30,383.5076373
2009-10-16-23:00,384.664174
2009-10-24-13:30,385.780594
2009-11-01-04:00,386.7811145
2009-11-08-18:30,387.7045927
2009-11-16-09:00,388.3459514
2009-11-23-23:30,388.8288575
2009-12-01-14:00,389.1666689
2009-12-09-04:30,389.401511
2009-12-16-19:00,389.6825143
2009-12-24-09:30,390.0190233
2010-01-01-00:00,390.5881216
2010-01-08-14:30,390.9075158
2010-01-16-05:00,391.3919258
2010-01-23-19:30,391.9697769
2010-01-31-10:00,392.4495081
2010-02-08-00:30,392.8551783
2010-02-15-15:00,393.1290446
2010-02-23-05:30,393.3427295
2010-03-02-20:00,393.4730674
2010-03-10-10:30,393.5561798
2010-03-18-01:00,393.6386623
2010-03-25-15:30,393.7540836
2010-04-02-06:00,393.9232266
2010-04-09-20:30,394.1192388
2010-04-17-11:00,394.3057794
2010-04-25-01:30,394.4292333
2010-05-02-16:00,394.4359042
2010-05-10-06:30,394.2863979
2010-05-17-21:00,393.9694365
2010-05-25-11:30,393.497597
2010-06-02-02:00,392.8985887
2010-06-09-16:30,392.2095449
2010-06-17-07:00,391.4581002
2010-06-24-21:30,390.6526309
2010-07-02-12:00,389.7971118
2010-07-10-02:30,388.8906728
2010-07-17-17:00,387.9237651
2010-07-25-07:30,386.9279328
2010-08-01-22:00,385.9472328
2010-08-09-12:30,385.0513257
2010-08-17-03:00,384.3374267
2010-08-24-17:30,383.8869998
2010-09-01-08:00,383.7673797
2010-09-08-22:30,384.006016
2010-09-16-13:00,384.593768
2010-09-24-03:30,385.4788869
2010-10-01-18:00,386.554
2010-10-09-08:30,387.7184066
2010-10-16-23:00,388.8506784
2010-10-24-13:30,389.8425421
2010-11-01-04:00,390.6384139
2010-11-08-18:30,391.2243481
2010-11-16-09:00,391.6220069
2010-11-23-23:30,391.8933035
2010-12-01-14:00,392.1128153
2010-12-09-04:30,392.3415555
2010-12-16-19:00,392.6204104
2010-12-24-09:30,392.9631112
2011-01-01-00:00,393.3632141
2011-01-08-14:30,393.7578439
2011-01-16-05:00,394.1289799
2011-01-23-19:30,394.4484292
2011-01-31-10:00,394.7210083
2011-02-08-00:30,394.9268875
2011-02-15-15:00,395.1062435
2011-02-23-05:30,395.2734923
2011-03-02-20:00,395.456072
2011-03-10-10:30,395.6766047
2011-03-18-01:00,395.9043806
2011-03-25-15:30,396.1315375
2011-04-02-06:00,396.3410536
2011-04-09-20:30,396.5085877
2011-04-17-11:00,396.6352578
2011-04-25-01:30,396.6997729
2011-05-02-16:00,396.5559913
2011-05-10-06:30,396.3170262
2011-05-17-21:00,395.9742284
2011-05-25-11:30,395.5341836
2011-06-02-02:00,394.9968176
2011-06-09-16:30,394.3105548
2011-06-17-07:00,393.4309915
2011-06-24-21:30,392.4427684
2011-07-02-12:00,391.3987083
2011-07-10-02:30,390.3426596
2011-07-17-17:00,389.31722
2011-07-25-07:30,388.3746364
2011-08-01-22:00,387.5534443
2011-08-09-12:30,386.8596552
2011-08-17-03:00,386.3722089
2011-08-24-17:30,386.0784116
2011-09-01-08:00,386.0077987
2011-09-08-22:30,386.1850196
2011-09-16-13:00,386.6188651
2011-09-24-03:30,387.3009807
2011-10-01-18:00,388.1835427
2011-10-09-08:30,389.4015597
2011-10-16-23:00,390.2947569
2011-10-24-13:30,391.1431067
2011-11-01-04:00,391.8860881
2011-11-08-18:30,392.4869102
2011-11-16-09:00,393.3073264
2011-11-23-23:30,393.7591161
2011-12-01-14:00,393.9297085
2011-12-09-04:30,394.0637137
2011-12-16-19:00,394.2342625
2011-12-24-09:30,394.4890034
2012-01-01-00:00,394.3756955
